Date,Product_ID,Stock_Level,Sales,Stock_to_Reorder,Day_of_Week,Month,Anomaly_Pred
2025-03-19,P003,50,21.941906490672174,20,2,3,0
2025-03-20,P003,50,22.138571278348227,20,3,3,0
2025-03-21,P003,50,21.98976222802719,20,4,3,0
2025-03-22,P003,50,24.509628864238042,20,5,3,0
2025-03-23,P003,50,26.323525073441512,20,6,3,0
2025-03-24,P003,50,24.94446914924044,20,0,3,1
2025-03-25,P003,50,24.462014031144253,20,1,3,0
2025-03-26,P003,50,22.407983372017362,20,2,3,0
2025-03-27,P003,50,22.603435640689113,20,3,3,0
2025-03-28,P003,50,22.453414071374475,20,4,3,0
2025-03-29,P003,50,24.96166884358466,20,5,3,0
2025-03-30,P003,50,26.765165707784348,20,6,3,0
2025-03-31,P003,50,25.375710438586726,20,0,3,1
2025-04-01,P003,50,24.882855975484414,20,1,4,0
2025-04-02,P003,50,22.818425971358643,20,2,4,0
2025-04-03,P003,50,23.00347889503,20,3,4,0
2025-04-04,P003,50,22.823588915714634,20,4,4,0
2025-04-05,P003,50,25.312374622927315,20,5,4,0
2025-04-06,P003,50,27.096402422125927,20,6,4,1
2025-04-07,P003,50,25.68747808792683,20,0,4,1
2025-04-08,P003,50,25.17515455982638,20,1,4,0
2025-04-09,P003,50,23.091255490699062,20,2,4,0
2025-04-10,P003,50,23.23281144437334,20,3,4,0
2025-04-11,P003,50,23.028893560052193,20,4,4,0
2025-04-12,P003,50,25.49365136227393,20,5,4,0
2025-04-13,P003,50,27.253651256468757,20,6,4,1
2025-04-14,P003,50,25.820699017266936,20,0,4,1
2025-04-15,P003,50,25.284347584166543,20,1,4,0
2025-04-16,P003,50,23.15207513504511,20,2,4,0
2025-04-17,P003,50,23.269285613716676,20,3,4,0
2025-04-18,P003,50,23.041022254395916,20,4,4,0
2025-04-19,P003,50,25.48143458161263,20,5,4,0
2025-04-20,P003,50,27.217089000811598,20,6,4,1
2025-04-21,P003,50,25.73846910660953,20,0,4,1
2025-04-22,P003,50,25.156450018512754,20,1,4,0
2025-04-23,P003,50,23.002855389385527,20,2,4,0
2025-04-24,P003,50,23.098743688057567,20,3,4,0
2025-04-25,P003,50,22.84915814873964,20,4,4,0
2025-04-26,P003,50,25.26824829595925,20,5,4,0
2025-04-27,P003,50,26.96606370515318,20,6,4,1
2025-04-28,P003,50,25.47092698095212,20,0,4,1
2025-04-29,P003,50,24.872391062853822,20,1,4,0
2025-04-30,P003,50,22.70227960372767,20,2,4,0
2025-05-01,P003,50,22.781651072398454,20,3,5,0
2025-05-02,P003,50,22.515548703079805,20,4,5,0
2025-05-03,P003,50,24.908187315288227,20,5,5,1
2025-05-04,P003,50,26.596068019492435,20,6,5,1
2025-05-05,P003,50,25.090996590292228,20,0,5,1
2025-05-06,P003,50,24.482525967194885,20,1,5,1
2025-05-07,P003,50,22.30247980306809,20,2,5,0
2025-05-08,P003,50,22.37191656674126,20,3,5,0
2025-05-09,P003,50,22.09587948914978,20,4,5,0
2025-05-10,P003,50,24.488518098094456,20,5,5,1
2025-05-11,P003,50,26.176398799028277,20,6,5,1
2025-05-12,P003,50,24.67132736655157,20,0,5,1
2025-05-13,P003,50,24.0628567401841,20,1,5,1
2025-05-14,P003,50,21.882788249223225,20,2,5,0
2025-05-15,P003,50,21.95220268606327,20,3,5,0
2025-05-16,P003,50,21.67614328490717,20,4,5,0
2025-05-17,P003,50,24.06875957028579,20,5,5,1
2025-05-18,P003,50,25.756617947651208,20,6,5,1
2025-05-19,P003,50,24.251524191616525,20,0,5,1
2025-05-20,P003,50,23.64303123561623,20,1,5,1
2025-05-21,P003,50,21.46296273858003,20,2,5,0
2025-05-22,P003,50,21.53237716934944,20,3,5,0
2025-05-23,P003,50,21.25631776212999,20,4,5,0
2025-05-24,P003,50,23.648934041429175,20,5,5,1
2025-05-25,P003,50,25.336792412735846,20,6,5,1
2025-05-26,P003,50,23.83169864912543,20,0,5,1
2025-05-27,P003,50,23.223205691615867,20,1,5,1
2025-05-28,P003,50,21.043137193073942,20,2,5,0
2025-05-29,P003,50,21.112551622338575,20,3,5,0
2025-05-30,P003,50,20.83649221361005,20,4,5,0
2025-05-31,P003,50,23.22910849140394,20,5,5,1
2025-06-01,P003,50,24.916966861200375,20,6,6,1
2025-06-02,P003,50,23.411873097588327,20,0,6,1
2025-06-03,P003,50,22.803380140083107,20,1,6,1
2025-06-04,P003,50,20.623311641544397,20,2,6,1
2025-06-05,P003,50,20.69272607080473,20,3,6,1
2025-06-06,P003,50,20.41666666207549,20,4,6,1
2025-06-07,P003,50,22.80928293987583,20,5,6,1
2025-06-08,P003,50,24.497141309668486,20,6,6,1
2025-06-09,P003,50,22.992047546056188,20,0,6,1
2025-06-10,P003,50,22.383554588548545,20,1,6,1
2025-06-11,P003,50,20.203486090010948,20,2,6,1
2025-06-12,P003,50,20.272900519273342,20,3,6,1
2025-06-13,P003,50,19.996841110544484,20,4,6,1
2025-06-14,P003,50,22.3894573883398,20,5,6,1
2025-06-15,P003,50,24.077315758135335,20,6,6,1
2025-06-16,P003,50,22.572221994525258,20,0,6,1
2025-06-17,P003,50,21.963729037013977,20,1,6,1
2025-06-18,P003,50,19.783660538476642,20,2,6,1
2025-06-19,P003,50,19.853074967739502,20,3,6,1
2025-06-20,P003,50,19.57701555900376,20,4,6,1
2025-06-21,P003,50,21.969631836811686,20,5,6,1
2025-06-22,P003,50,23.65749020660344,20,6,6,1
2025-06-23,P003,50,22.152396442993123,20,0,6,1
2025-06-24,P003,50,21.54390348548031,20,1,6,1
2025-06-25,P003,50,19.363834986944056,20,2,6,1
2025-06-26,P003,50,19.433249416207577,20,3,6,1
2025-06-27,P003,50,19.15719000747631,20,4,6,1
2025-06-28,P003,50,21.549806285283573,20,5,6,1
2025-06-29,P003,50,23.237664655067974,20,6,6,1
2025-06-30,P003,50,21.7325708914585,20,0,6,1
2025-07-01,P003,50,21.12407793395089,20,1,7,1
2025-07-02,P003,50,18.944009435409743,20,2,7,1
2025-07-03,P003,50,19.013423864671285,20,3,7,1
2025-07-04,P003,50,18.737364455941748,20,4,7,1
2025-07-05,P003,50,21.129980733751506,20,5,7,1
2025-07-06,P003,50,22.817839103539654,20,6,7,1
2025-07-07,P003,50,21.312745339923875,20,0,7,1
2025-07-08,P003,50,20.70425238241813,20,1,7,1
2025-07-09,P003,50,18.524183883875438,20,2,7,1
2025-07-10,P003,50,18.593598313139893,20,3,7,1
2025-07-11,P003,50,18.31753890441074,20,4,7,1
2025-07-12,P003,50,20.710155182213672,20,5,7,1
2025-07-13,P003,50,22.39801355200293,20,6,7,1
2025-07-14,P003,50,20.892919788389257,20,0,7,1
2025-07-15,P003,50,20.284426830883564,20,1,7,1
2025-07-16,P003,50,18.10435833234199,20,2,7,1
2025-07-17,P003,50,18.173772761607964,20,3,7,1
2025-07-18,P003,50,17.897713352879734,20,4,7,1
2025-07-19,P003,50,20.29032963067764,20,5,7,1
2025-07-20,P003,50,21.978188000474614,20,6,7,1
2025-07-21,P003,50,20.473094236857115,20,0,7,1
2025-07-22,P003,50,19.864601279349902,20,1,7,1
2025-07-23,P003,50,17.684532780811587,20,2,7,1
2025-07-24,P003,50,17.75394721007658,20,3,7,1
2025-07-25,P003,50,17.477887801348732,20,4,7,1
2025-07-26,P003,50,19.870504079149526,20,5,7,1
2025-07-27,P003,50,21.55836244893915,20,6,7,1
2025-07-28,P003,50,20.05326868532867,20,0,7,1
2025-07-29,P003,50,19.44477572781624,20,1,7,1
2025-07-30,P003,50,17.264707229279857,20,2,7,1
2025-07-31,P003,50,17.33412165854029,20,3,7,1
2025-08-01,P003,50,17.058062249814167,20,4,8,1
2025-08-02,P003,50,19.450678527617455,20,5,8,1
2025-08-03,P003,50,21.13853689740368,20,6,8,1
2025-08-04,P003,50,19.633443133796536,20,0,8,1
2025-08-05,P003,50,19.024950176282577,20,1,8,1
2025-08-06,P003,50,16.84488167774555,20,2,8,1
2025-08-07,P003,50,16.914296107008898,20,3,8,1
2025-08-08,P003,50,16.638236698276994,20,4,8,1
2025-08-09,P003,50,19.030852976085384,20,5,8,1
2025-08-10,P003,50,20.718711345875363,20,6,8,1
2025-08-11,P003,50,19.213617582259428,20,0,8,1
2025-08-12,P003,50,18.605124624748008,20,1,8,1
2025-08-13,P003,50,16.42505612621601,20,2,8,1
2025-08-14,P003,50,16.494470555477506,20,3,8,1
2025-08-15,P003,50,16.218411146742433,20,4,8,1
2025-08-16,P003,50,18.611027424543597,20,5,8,1
2025-08-17,P003,50,20.298885794339895,20,6,8,1
2025-08-18,P003,50,18.793792030727293,20,0,8,1
2025-08-19,P003,50,18.18529907321949,20,1,8,1
2025-08-20,P003,50,16.005230574681697,20,2,8,1
2025-08-21,P003,50,16.07464500394122,20,3,8,1
2025-08-22,P003,50,15.798585595214982,20,4,8,1
2025-08-23,P003,50,18.191201873011526,20,5,8,1
2025-08-24,P003,50,19.87906024280674,20,6,8,1
2025-08-25,P003,50,18.373966479195154,20,0,8,1
2025-08-26,P003,50,17.765473521685827,20,1,8,1
2025-08-27,P003,50,15.585405023148251,20,2,8,1
2025-08-28,P003,50,15.65481945240983,20,3,8,1
2025-08-29,P003,50,15.378760043680419,20,4,8,1
2025-08-30,P003,50,17.771376321479455,20,5,8,1
2025-08-31,P003,50,19.459234691271273,20,6,8,1
2025-09-01,P003,50,17.954140927658045,20,0,9,1
2025-09-02,P003,50,17.345647970153063,20,1,9,1
2025-09-03,P003,50,15.165579471614802,20,2,9,1
2025-09-04,P003,50,15.234993900877903,20,3,9,1
2025-09-05,P003,50,14.95893449214586,20,4,9,1
2025-09-06,P003,50,17.351550769951338,20,5,9,1
2025-09-07,P003,50,19.039409139739384,20,6,9,1
2025-09-08,P003,50,17.534315376125907,20,0,9,1
2025-09-09,P003,50,16.92582241862364,20,1,9,1
2025-09-10,P003,50,14.745753920081354,20,2,9,1
2025-09-11,P003,50,14.815168349346512,20,3,9,1
2025-09-12,P003,50,14.539108940612245,20,4,9,1
2025-09-13,P003,50,16.93172521841531,20,5,9,1
2025-09-14,P003,50,18.61958358820749,20,6,9,1
2025-09-15,P003,50,17.114489824597463,20,0,9,1
2025-09-16,P003,50,16.505996867089976,20,1,9,1
2025-09-17,P003,50,14.325928368547048,20,2,9,1
2025-09-18,P003,50,14.395342797812672,20,3,9,1
2025-09-19,P003,50,14.119283389077681,20,4,9,1
2025-09-20,P003,50,16.51189966687748,20,5,9,1
2025-09-21,P003,50,18.199758036675597,20,6,9,1
2025-09-22,P003,50,16.694664273065328,20,0,9,1
2025-09-23,P003,50,16.08617131555541,20,1,9,1
2025-09-24,P003,50,13.906102817014457,20,2,9,1
2025-09-25,P003,50,13.97551724627883,20,3,9,1
2025-09-26,P003,50,13.699457837550232,20,4,9,1
2025-09-27,P003,50,16.092074115345408,20,5,9,1
2025-09-28,P003,50,17.77993248514013,20,6,9,1
2025-09-29,P003,50,16.27483872152822,20,0,9,1
2025-09-30,P003,50,15.666345764020846,20,1,9,1
2025-10-01,P003,50,13.486277265484057,20,2,10,1
2025-10-02,P003,50,13.555691694744993,20,3,10,1
2025-10-03,P003,50,13.279632286015671,20,4,10,1
2025-10-04,P003,50,15.672248563817295,20,5,10,1
2025-10-05,P003,50,17.36010693361181,20,6,10,1
2025-10-06,P003,50,15.855013169999776,20,0,10,1
2025-10-07,P003,50,15.246520212488086,20,1,10,1
2025-10-08,P003,50,13.066451713950608,20,2,10,1
2025-10-09,P003,50,13.135866143213066,20,3,10,1
2025-10-10,P003,50,12.859806734484662,20,4,10,1
2025-10-11,P003,50,15.252423012289182,20,5,10,1
2025-10-12,P003,50,16.94028138207509,20,6,10,1
2025-10-13,P003,50,15.435187618465154,20,0,10,1
2025-10-14,P003,50,14.826694660953523,20,1,10,1
2025-10-15,P003,50,12.646626162416297,20,2,10,1
2025-10-16,P003,50,12.716040591679224,20,3,10,1
2025-10-17,P003,50,12.439981182947495,20,4,10,1
2025-10-18,P003,50,14.832597460753151,20,5,10,1
2025-10-19,P003,50,16.520455830543195,20,6,10,1
2025-10-20,P003,50,15.015362066933015,20,0,10,1
2025-10-21,P003,50,14.406869109419858,20,1,10,1
2025-10-22,P003,50,12.226800610881993,20,2,10,1
2025-10-23,P003,50,12.296215040147837,20,3,10,1
2025-10-24,P003,50,12.02015563141649,20,4,10,1
2025-10-25,P003,50,14.41277190922504,20,5,10,1
2025-10-26,P003,50,16.100630279011302,20,6,10,1
2025-10-27,P003,50,14.595536515398393,20,0,10,1
2025-10-28,P003,50,13.987043557891337,20,1,10,1
2025-10-29,P003,50,11.806975059349401,20,2,10,1
2025-10-30,P003,50,11.876389488611542,20,3,10,1
2025-10-31,P003,50,11.600330079881925,20,4,10,1
2025-11-01,P003,50,13.99294635769297,20,5,11,1
2025-11-02,P003,50,15.68080472747815,20,6,11,1
2025-11-03,P003,50,14.175710963866258,20,0,11,1
2025-11-04,P003,50,13.567218006357674,20,1,11,1
2025-11-05,P003,50,11.387149507815096,20,2,11,1
2025-11-06,P003,50,11.456563937080155,20,3,11,1
2025-11-07,P003,50,11.180504528350918,20,4,11,1
2025-11-08,P003,50,13.573120806151177,20,5,11,1
2025-11-09,P003,50,15.260979175946257,20,6,11,1
2025-11-10,P003,50,13.75588541232915,20,0,11,1
2025-11-11,P003,50,13.147392454823109,20,1,11,1
2025-11-12,P003,50,10.96732395628641,20,2,11,1
2025-11-13,P003,50,11.036738385548231,20,3,11,1
2025-11-14,P003,50,10.760678976816354,20,4,11,1
2025-11-15,P003,50,13.153295254619108,20,5,11,1
2025-11-16,P003,50,14.841153624414366,20,6,11,1
2025-11-17,P003,50,13.336059860797011,20,0,11,1
2025-11-18,P003,50,12.727566903289445,20,1,11,1
2025-11-19,P003,50,10.547498404752101,20,2,11,1
2025-11-20,P003,50,10.61691283401439,20,3,11,1
2025-11-21,P003,50,10.340853425288909,20,4,11,1
2025-11-22,P003,50,12.733469703087035,20,5,11,1
2025-11-23,P003,50,14.4213280728789,20,6,11,1
2025-11-24,P003,50,12.916234309268567,20,0,11,1
2025-11-25,P003,50,12.307741351754881,20,1,11,1
2025-11-26,P003,50,10.127672853218655,20,2,11,1
2025-11-27,P003,50,10.197087282480549,20,3,11,1
2025-11-28,P003,50,9.921027873754348,20,4,11,1
2025-11-29,P003,50,12.313644151545242,20,5,11,1
2025-11-30,P003,50,14.001502521343427,20,6,11,1
2025-12-01,P003,50,12.496408757733946,20,0,12,1
2025-12-02,P003,50,11.887915800222117,20,1,12,1
2025-12-03,P003,50,9.707847301685208,20,2,12,1
2025-12-04,P003,50,9.777261730949158,20,3,12,1
2025-12-05,P003,50,9.501202322217175,20,4,12,1
2025-12-06,P003,50,11.89381860001713,20,5,12,1
2025-12-07,P003,50,13.581676969811538,20,6,12,1
2025-12-08,P003,50,12.076583206199325,20,0,12,1
2025-12-09,P003,50,11.4680902486936,20,1,12,1
2025-12-10,P003,50,9.288021750155666,20,2,12,1
2025-12-11,P003,50,9.357436179417768,20,3,12,1
2025-12-12,P003,50,9.081376770686168,20,4,12,1
2025-12-13,P003,50,11.473993048481104,20,5,12,1
2025-12-14,P003,50,13.161851418279642,20,6,12,1
2025-12-15,P003,50,11.656757654667185,20,0,12,1
2025-12-16,P003,50,11.048264697159935,20,1,12,1
2025-12-17,P003,50,8.868196198621357,20,2,12,1
2025-12-18,P003,50,8.937610627883931,20,3,12,1
2025-12-19,P003,50,8.661551219155163,20,4,12,1
2025-12-20,P003,50,11.054167496952992,20,5,12,1
2025-12-21,P003,50,12.742025866746495,20,6,12,1
2025-12-22,P003,50,11.236932103135047,20,0,12,1
2025-12-23,P003,50,10.62843914562537,20,1,12,1
2025-12-24,P003,50,8.448370647088767,20,2,12,1
2025-12-25,P003,50,8.517785076350089,20,3,12,1
2025-12-26,P003,50,8.241725667617992,20,4,12,1
2025-12-27,P003,50,10.63434194542092,20,5,12,1
2025-12-28,P003,50,12.322200315211028,20,6,12,1
2025-12-29,P003,50,10.817106551600427,20,0,12,1
2025-12-30,P003,50,10.208613594091707,20,1,12,1
2025-12-31,P003,50,8.028545095554461,20,2,12,1
2026-01-01,P003,50,8.097959524818165,20,3,1,1
2026-01-02,P003,50,7.82190011608699,20,4,1,1
2026-01-03,P003,50,10.214516393892808,20,5,1,1
2026-01-04,P003,50,11.902374763682712,20,6,1,1
2026-01-05,P003,50,10.397281000067013,20,0,1,1
2026-01-06,P003,50,9.788788042563187,20,1,1,1
2026-01-07,P003,50,7.608719544021013,20,2,1,1
2026-01-08,P003,50,7.678133973286772,20,3,1,1
2026-01-09,P003,50,7.4020745645524215,20,4,1,1
2026-01-10,P003,50,9.794690842360732,20,5,1,1
2026-01-11,P003,50,11.482549212147239,20,6,1,1
2026-01-12,P003,50,9.977455448534874,20,0,1,1
2026-01-13,P003,50,9.368962491029519,20,1,1,1
2026-01-14,P003,50,7.188893992486704,20,2,1,1
2026-01-15,P003,50,7.25830842175048,20,3,1,1
2026-01-16,P003,50,6.982249013024975,20,4,1,1
2026-01-17,P003,50,9.374865290818944,20,5,1,1
2026-01-18,P003,50,11.06272366061535,20,6,1,1
2026-01-19,P003,50,9.557629897002737,20,0,1,1
2026-01-20,P003,50,8.949136939494956,20,1,1,1
2026-01-21,P003,50,6.769068440953255,20,2,1,1
2026-01-22,P003,50,6.838482870221007,20,3,1,1
2026-01-23,P003,50,6.562423461490413,20,4,1,1
2026-01-24,P003,50,8.955039739286875,20,5,1,1
2026-01-25,P003,50,10.64289810907988,20,6,1,1
2026-01-26,P003,50,9.137804345468117,20,0,1,1
2026-01-27,P003,50,8.529311387962197,20,1,1,1
2026-01-28,P003,50,6.349242889423715,20,2,1,1
2026-01-29,P003,50,6.418657318684721,20,3,1,1
2026-01-30,P003,50,6.142597909955846,20,4,1,1
2026-01-31,P003,50,8.535214187758758,20,5,1,1
2026-02-01,P003,50,10.223072557547987,20,6,2,1
2026-02-02,P003,50,8.717978793942153,20,0,2,1
2026-02-03,P003,50,8.109485836427629,20,1,2,1
2026-02-04,P003,50,5.929417337890262,20,2,2,1
2026-02-05,P003,50,5.998831767153326,20,3,2,0
2026-02-06,P003,50,5.722772358424844,20,4,2,1
2026-02-07,P003,50,8.115388636222729,20,5,2,1
2026-02-08,P003,50,9.803247006018413,20,6,2,1
2026-02-09,P003,50,8.298153242405046,20,0,2,1
2026-02-10,P003,50,7.6896602848930655,20,1,2,1
2026-02-11,P003,50,5.509591786355955,20,2,2,1
2026-02-12,P003,50,5.579006215619486,20,3,2,0
2026-02-13,P003,50,5.302946806884117,20,4,2,1
2026-02-14,P003,50,7.695563084694618,20,5,2,1
2026-02-15,P003,50,9.383421454486523,20,6,2,1
2026-02-16,P003,50,7.878327690872911,20,0,2,1
2026-02-17,P003,50,7.269834733359405,20,1,2,1
2026-02-18,P003,50,5.0897662348233705,20,2,2,1
2026-02-19,P003,50,5.15918066408565,20,3,2,0
2026-02-20,P003,50,4.883121255356668,20,4,2,1
2026-02-21,P003,50,7.275737533166507,20,5,2,1
2026-02-22,P003,50,8.96359590295105,20,6,2,1
2026-02-23,P003,50,7.458502139338287,20,0,2,1
2026-02-24,P003,50,6.850009181829979,20,1,2,1
2026-02-25,P003,50,4.669940683292962,20,2,2,1
2026-02-26,P003,50,4.739355112551802,20,3,2,0
2026-02-27,P003,50,4.463295703822103,20,4,2,1
2026-02-28,P003,50,6.855911981634434,20,5,2,1
2026-03-01,P003,50,8.543770351417905,20,6,3,1
2026-03-02,P003,50,7.038676587803663,20,0,3,1
2026-03-03,P003,50,6.430183630297216,20,1,3,1
2026-03-04,P003,50,4.250115131760378,20,2,3,1
2026-03-05,P003,50,4.319529561020417,20,3,3,0
2026-03-06,P003,50,4.043470152291102,20,4,3,1
2026-03-07,P003,50,6.436086430092642,20,5,3,1
2026-03-08,P003,50,8.123944799882434,20,6,3,1
2026-03-09,P003,50,6.618851036269045,20,0,3,1
2026-03-10,P003,50,6.010358078762655,20,1,3,1
2026-03-11,P003,50,3.8302895802260735,20,2,3,1
2026-03-12,P003,50,3.8997040094884907,20,3,3,0
2026-03-13,P003,50,3.6236446007600938,20,4,3,1
2026-03-14,P003,50,6.016260878556617,20,5,3,1
2026-03-15,P003,50,7.704119248354122,20,6,3,1
2026-03-16,P003,50,6.1990254847369055,20,0,3,1
2026-03-17,P003,50,5.590532527228985,20,1,3,1
2026-03-18,P003,50,3.4104640286917576,20,2,3,1
2026-03-19,P003,50,3.4798784579570996,20,3,3,1
2026-03-20,P003,50,3.203819049229087,20,4,3,1
2026-03-21,P003,50,5.596435327028502,20,5,3,1
2026-03-22,P003,50,7.284293696818647,20,6,3,1
2026-03-23,P003,50,5.77919993320846,20,0,3,1
2026-03-24,P003,50,5.170706975700467,20,1,3,1
2026-03-25,P003,50,2.990638477159173,20,2,3,1
2026-03-26,P003,50,3.060052906420811,20,3,3,1
2026-03-27,P003,50,2.7839934976945226,20,4,3,1
2026-03-28,P003,50,5.1766097754867095,20,5,3,1
2026-03-29,P003,50,6.8644681452831815,20,6,3,1
2026-03-30,P003,50,5.359374381676327,20,0,3,1
2026-03-31,P003,50,4.750881424166808,20,1,3,1
2025-01-01,P004,50,18.657988643684284,20,2,1,1
2025-01-02,P004,50,18.19877799999634,20,3,1,1
2025-01-03,P004,50,19.11425110005574,20,4,1,1
2025-01-04,P004,50,19.632983405233595,20,5,1,1
2025-01-05,P004,50,17.996508378671557,20,6,1,1
2025-01-06,P004,50,15.385569575913394,20,0,1,1
2025-01-07,P004,50,22.65486738947662,20,1,1,1
2025-01-08,P004,50,19.185484129759157,20,2,1,1
2025-01-09,P004,50,18.726273479090036,20,3,1,1
2025-01-10,P004,50,19.641746572173957,20,4,1,1
2025-01-11,P004,50,20.1604788703972,20,5,1,1
2025-01-12,P004,50,18.524003836858892,20,6,1,1
2025-01-13,P004,50,15.913065029292964,20,0,1,1
2025-01-14,P004,50,23.182362845009454,20,1,1,1
2025-01-15,P004,50,19.71297958744304,20,2,1,1
2025-01-16,P004,50,19.25376893893747,20,3,1,1
2025-01-17,P004,50,20.16924203418589,20,4,1,1
2025-01-18,P004,50,20.687974334521414,20,5,1,1
2025-01-19,P004,50,19.051499300652704,20,6,1,1
2025-01-20,P004,50,16.440560490563833,20,0,1,1
2025-01-21,P004,50,23.70985830378428,20,1,1,1
2025-01-22,P004,50,20.24047504369569,20,2,1,1
2025-01-23,P004,50,19.78126439268345,20,3,1,1
2025-01-24,P004,50,20.696737485416328,20,4,1,1
2025-01-25,P004,50,21.21546977835213,20,5,1,1
2025-01-26,P004,50,19.578994739557196,20,6,1,1
2025-01-27,P004,50,16.968055924563487,20,0,1,1
2025-01-28,P004,50,24.237353732868037,20,1,1,1
2025-01-29,P004,50,20.767970467874747,20,2,1,1
2025-01-30,P004,50,20.308759811943396,20,3,1,1
2025-01-31,P004,50,21.224232889535617,20,4,1,1
2025-02-01,P004,50,21.74296517224873,20,5,2,0
2025-02-02,P004,50,20.10649012322338,20,6,2,1
2025-02-03,P004,50,17.49555129801416,20,0,2,1
2025-02-04,P004,50,24.764849096083598,20,1,2,1
2025-02-05,P004,50,21.295465821468923,20,2,2,0
2025-02-06,P004,50,20.836255155894463,20,3,2,0
2025-02-07,P004,50,21.751728234073656,20,4,2,0
2025-02-08,P004,50,22.270460517391992,20,5,2,0
2025-02-09,P004,50,20.63398546895837,20,6,2,1
2025-02-10,P004,50,18.023046644334276,20,0,2,1
2025-02-11,P004,50,25.292344438350078,20,1,2,1
2025-02-12,P004,50,21.822961159091623,20,2,2,0
2025-02-13,P004,50,21.3637504888825,20,3,2,0
2025-02-14,P004,50,22.27922356241611,20,4,2,0
2025-02-15,P004,50,22.797955841093675,20,5,2,0
2025-02-16,P004,50,21.161480788014096,20,6,2,1
2025-02-17,P004,50,18.55054146113053,20,0,2,1
2025-02-18,P004,50,25.81983875753395,20,1,2,1
2025-02-19,P004,50,22.350454980650692,20,2,2,0
2025-02-20,P004,50,21.891243812822008,20,3,2,0
2025-02-21,P004,50,22.806716388759433,20,4,2,1
2025-02-22,P004,50,23.32544816980315,20,5,2,1
2025-02-23,P004,50,21.688930746074217,20,6,2,1
2025-02-24,P004,50,19.07794954614636,20,0,2,1
2025-02-25,P004,50,26.347204969496133,20,1,2,1
2025-02-26,P004,50,22.87777931955376,20,2,2,0
2025-02-27,P004,50,22.41852627869264,20,3,2,0
2025-02-28,P004,50,23.333862139574894,20,4,2,1
2025-03-01,P004,50,23.852457205570833,20,5,3,0
2025-03-02,P004,50,22.215844939826184,20,6,3,0
2025-03-03,P004,50,19.604768897891326,20,0,3,1
2025-03-04,P004,50,26.87392947924738,20,1,3,0
2025-03-05,P004,50,23.4044089873201,20,2,3,0
2025-03-06,P004,50,22.944548669450413,20,3,3,0
2025-03-07,P004,50,23.859372095328492,20,4,3,0
2025-03-08,P004,50,24.377454726327414,20,5,3,0
2025-03-09,P004,50,22.740330025578153,20,6,3,0
2025-03-10,P004,50,20.128741548657164,20,0,3,1
2025-03-11,P004,50,27.39738969500956,20,1,3,0
2025-03-12,P004,50,23.92688725707316,20,2,3,0
2025-03-13,P004,50,23.466557428218444,20,3,3,0
2025-03-14,P004,50,24.38091134309395,20,4,3,0
2025-03-15,P004,50,24.8985244630921,20,5,3,0
2025-03-16,P004,50,23.26093025134642,20,6,3,0
2025-03-17,P004,50,20.648872263415836,20,0,3,1
2025-03-18,P004,50,27.916599716773437,20,1,3,0
2025-03-19,P004,50,24.44564609683287,20,2,3,0
2025-03-20,P004,50,23.984865085968558,20,3,3,0
2025-03-21,P004,50,24.898767818847542,20,4,3,0
2025-03-22,P004,50,25.415929756848683,20,5,3,0
2025-03-23,P004,50,23.7763383630984,20,6,3,0
2025-03-24,P004,50,21.162283193181672,20,0,3,1
2025-03-25,P004,50,28.428464646535613,20,1,3,0
2025-03-26,P004,50,24.95596502660572,20,2,3,0
2025-03-27,P004,50,24.49363801572633,20,3,3,0
2025-03-28,P004,50,25.405994748624856,20,4,3,0
2025-03-29,P004,50,25.91654768661637,20,5,3,0
2025-03-30,P004,50,24.271893292858515,20,6,3,0
2025-03-31,P004,50,21.652775122930223,20,0,3,1
2025-04-01,P004,50,28.913893576299486,20,1,4,0
2025-04-02,P004,50,25.43633095636542,20,2,4,0
2025-04-03,P004,50,24.968940945484096,20,3,4,0
2025-04-04,P004,50,25.865242528378456,20,4,4,0
2025-04-05,P004,50,26.36480331637295,20,5,4,0
2025-04-06,P004,50,24.70915677263139,20,6,4,1
2025-04-07,P004,50,22.079046452692474,20,0,4,1
2025-04-08,P004,50,29.32917275605997,20,1,4,0
2025-04-09,P004,50,25.840617986118488,20,2,4,0
2025-04-10,P004,50,25.344645125252132,20,3,4,0
2025-04-11,P004,50,26.223356008131926,20,4,4,0
2025-04-12,P004,50,26.70532609614063,20,5,4,0
2025-04-13,P004,50,25.032088852391507,20,6,4,1
2025-04-14,P004,50,22.384387832454724,20,0,4,1
2025-04-15,P004,50,29.61692343582385,20,1,4,0
2025-04-16,P004,50,26.08854051589799,20,2,4,0
2025-04-17,P004,50,25.570330205020177,20,3,4,0
2025-04-18,P004,50,26.426803637897386,20,4,4,0
2025-04-19,P004,50,26.88653627588611,20,5,4,0
2025-04-20,P004,50,25.191061582151622,20,6,4,1
2025-04-21,P004,50,22.495794362220558,20,0,4,1
2025-04-22,P004,50,29.680763765575094,20,1,4,0
2025-04-23,P004,50,26.127052095651045,20,2,4,0
2025-04-24,P004,50,25.583513034777944,20,3,4,0
2025-04-25,P004,50,26.414657717662834,20,4,4,0
2025-04-26,P004,50,26.84906160565379,20,5,4,0
2025-04-27,P004,50,25.1030479619245,20,6,4,1
2025-04-28,P004,50,22.38257054198639,20,0,4,1
2025-04-29,P004,50,29.542329745337273,20,1,4,0
